Year,Code,Constituency,PC_Electors,Region,Party Abbreviation,Party,Candidate Votes,Share of Vote,Total constituency votes,Majority Party,Majority,Majority %,Probability,Normalised population,Index
2017,E14000983,Surrey Heath,80764,South East,C,Conservative,37118,64.19%,57822,C,24943,43.14%,0.003987647,0.891993958,0.007113914
2017,E14000787,Lewisham East,68124,London,Lab,Labour,32072,67.95%,47201,Lab,21213,44.94%,0.003258026,1.057498092,0.006890713
2017,E14000550,Beaconsfield,77524,South East,C,Conservative,36559,65.25%,56028,C,24543,43.80%,0.003700475,0.929273515,0.006877507
2017,E14000945,South Staffordshire,73441,West Midlands,C,Conservative,35656,69.76%,51109,C,22733,44.48%,0.0034312,0.980937079,0.006731583
2017,E14000587,Bradford East,70389,Yorkshire and The Humber,Lab,Labour,29831,65.39%,45622,Lab,20540,45.02%,0.003228858,1.023469576,0.006609276
2017,E14000832,Newcastle upon Tyne East,61989,North East,Lab,Labour,28127,67.55%,41637,Lab,19261,46.26%,0.002811062,1.162157802,0.006533796
2017,E14000921,"Sheffield, Brightside and Hillsborough",70344,Yorkshire and The Humber,Lab,Labour,28193,67.33%,41870,Lab,19143,45.72%,0.002986071,1.024124303,0.006116216
2017,E14000594,Brentwood and Ongar,75067,East,C,Conservative,34811,65.92%,52806,C,24002,45.45%,0.003076687,0.959689344,0.005905327
2017,E14000803,Maidenhead,76076,South East,C,Conservative,37718,64.76%,58239,C,26457,45.43%,0.003085261,0.946960934,0.005843242
2017,E14000540,Barking,77022,London,Lab,Labour,32319,67.78%,47679,Lab,21608,45.32%,0.003123009,0.935330165,0.005842089
2017,N06000016,Strangford,64327,Northern Ireland,DUP,Democratic Unionist Party,24036,62.03%,38749,DUP,18343,47.34%,0.00249117,1.119918541,0.005579815
2017,W07000071,Merthyr Tydfil and Rhymney,55463,Wales,Lab,Labour,22407,66.80%,33545,Lab,16334,48.69%,0.002140446,1.298901971,0.00556046
2017,E14000806,Maldon,71470,East,C,Conservative,34111,67.95%,50202,C,23430,46.67%,0.002684262,1.007989366,0.005411416
2017,E14000839,North Dorset,76324,South West,C,Conservative,36169,64.91%,55724,C,25777,46.26%,0.002811374,0.943883968,0.005307223
2017,E14000828,New Forest West,68786,South East,C,Conservative,33170,66.84%,49627,C,23431,47.21%,0.002525946,1.047320676,0.005290951
2017,E14000963,St Helens South and Whiston,79036,North West,Lab,Labour,35879,67.84%,52886,Lab,24343,46.03%,0.002884462,0.911496027,0.005258351
2017,E14000680,East Hampshire,74151,South East,C,Conservative,35263,63.64%,55408,C,25852,46.66%,0.002688452,0.971544551,0.005223902
2017,W07000049,Aberavon,49892,Wales,Lab,Labour,22662,68.12%,33268,Lab,16761,50.38%,0.001771545,1.443938908,0.005116007
2017,E14000687,Edmonton,65777,London,Lab,Labour,31221,71.48%,43678,Lab,21115,48.34%,0.002226114,1.095230856,0.004876218
2017,E14000589,Bradford West,67568,Yorkshire and The Humber,Lab,Labour,29444,64.67%,45528,Lab,21902,48.11%,0.002285677,1.066199976,0.004873977
2017,E14001010,Wallasey,67454,North West,Lab,Labour,34552,71.46%,48353,Lab,23320,48.23%,0.00225466,1.068001898,0.004815962
2017,E14000811,Meon Valley,74246,South East,C,Conservative,35624,65.74%,54192,C,25692,47.41%,0.002471379,0.97030143,0.004795966
2017,E14000978,Streatham,78649,London,Lab,Labour,38212,68.49%,55795,Lab,26285,47.11%,0.002555615,0.915981131,0.004681791
2017,E14000676,"Ealing, Southall",65188,London,Lab,Labour,31720,70.26%,45145,Lab,22090,48.93%,0.002084046,1.10512671,0.00460627
2017,E14000790,Leyton and Wanstead,65149,London,Lab,Labour,32234,69.81%,46173,Lab,22607,48.96%,0.002076987,1.10578827,0.004593417
2017,E14000865,Nottingham East,61760,East Midlands,Lab,Labour,28102,71.46%,39327,Lab,19590,49.81%,0.001888042,1.166466969,0.004404677
2017,E14000844,North East Hampshire,74576,South East,C,Conservative,37754,65.51%,57627,C,27772,48.19%,0.00226376,0.966007831,0.00437362
2017,E14000571,Blackley and Broughton,71648,North West,Lab,Labour,28258,70.45%,40113,Lab,19601,48.86%,0.002099688,1.00548515,0.00422241
2017,E14000882,Poplar and Limehouse,87331,London,Lab,Labour,39958,67.49%,59204,Lab,28112,47.48%,0.002450963,0.824918986,0.004043692
2017,E14000638,Christchurch,70309,South West,C,Conservative,35230,69.58%,50633,C,25171,49.71%,0.001909407,1.024634115,0.003912887
2017,E14000608,Buckingham,79615,South East,Speaker,Speaker,34299,65.11%,52679,Ind,25725,48.83%,0.002106981,0.904867173,0.003813075
2017,E14000939,South Holland and The Deepings,76374,East Midlands,C,Conservative,35179,69.92%,50315,C,24897,49.48%,0.001959315,0.943266033,0.00369631
2017,E14000752,Hornsey and Wood Green,79946,London,Lab,Labour,40738,65.40%,62293,Lab,30738,49.34%,0.001989841,0.901120757,0.003586173
2017,E14000673,Dulwich and West Norwood,78037,London,Lab,Labour,39096,69.64%,56143,Lab,28156,50.15%,0.001818026,0.923164653,0.003356674
2017,E14000725,Halton,73457,North West,Lab,Labour,36115,72.93%,49518,Lab,25405,51.30%,0.001597589,0.980723416,0.003133586
2017,E14000777,Leeds Central,89537,Yorkshire and The Humber,Lab,Labour,33453,70.17%,47673,Lab,23698,49.71%,0.001910082,0.804594749,0.003073685
2017,N06000004,Belfast West,62423,Northern Ireland,SF,Sinn Fein,27107,66.71%,40633,SF,21652,53.29%,0.001279531,1.154077824,0.002953356
2017,E14000783,Leicester South,75534,East Midlands,Lab,Labour,37157,73.55%,50517,Lab,26261,51.98%,0.00148045,0.953755924,0.002823976
2017,E14000750,Holborn and St Pancras,88088,London,Lab,Labour,41343,70.08%,58997,Lab,30509,51.71%,0.00152619,0.817829897,0.002496328
2017,E14000602,Bristol West,93003,South West,Lab,Labour,47213,65.93%,71608,Lab,37336,52.14%,0.00145498,0.774609421,0.002254083
2017,E14000591,Brent Central,80499,London,Lab,Labour,38208,73.06%,52296,Lab,27997,53.54%,0.001244353,0.894930372,0.002227219
2017,E14000655,Croydon North,87461,London,Lab,Labour,44213,74.15%,59623,Lab,32365,54.28%,0.001144469,0.823692846,0.001885382
2017,E14000809,"Manchester, Withington",74654,North West,Lab,Labour,38424,71.68%,53602,Lab,29875,55.73%,0.000972684,0.964998527,0.001877277
2017,E14000760,Ilford South,82487,London,Lab,Labour,43724,75.83%,57657,Lab,31647,54.89%,0.001069411,0.873361863,0.001867966
2017,E14000559,Birkenhead,64484,North West,Lab,Labour,33558,76.86%,43663,Lab,25514,58.43%,0.000718931,1.117191862,0.001606367
2017,E14000919,Sheffield Central,77560,Yorkshire and The Humber,Lab,Labour,33963,70.94%,47877,Lab,27748,57.96%,0.000758389,0.928842187,0.001408847
2017,E14000708,Garston and Halewood,75248,North West,Lab,Labour,41599,77.72%,53522,Lab,32149,60.07%,0.000598767,0.957380927,0.001146495
2017,E14000763,Islington North,74831,London,Lab,Labour,40086,72.58%,55228,Lab,33215,60.14%,0.000593778,0.962715987,0.001143278
2017,E14000555,Bethnal Green and Bow,86075,London,Lab,Labour,42969,71.82%,59825,Lab,35393,59.16%,0.000662714,0.836956143,0.001109326
2017,E14001032,West Ham,92418,London,Lab,Labour,46591,76.75%,60708,Lab,36754,60.54%,0.000567721,0.779512649,0.000885091
2017,E14000562,"Birmingham, Hall Green",78271,West Midlands,Lab,Labour,42143,77.60%,54310,Lab,33944,62.50%,0.000455917,0.920404748,0.000839257
2017,E14000720,Hackney North and Stoke Newington,85058,London,Lab,Labour,42265,75.07%,56298,Lab,35139,62.42%,0.000460247,0.846963249,0.000779625
2017,E14000789,"Lewisham, Deptford",78468,London,Lab,Labour,42461,77.04%,55112,Lab,34899,63.32%,0.000415757,0.918094,0.000763408
2017,E14000807,Manchester Central,90261,North West,Lab,Labour,38490,77.41%,49720,Lab,31445,63.24%,0.00041948,0.798140947,0.000669609
2017,E14001013,Walthamstow,67957,London,Lab,Labour,38700,80.54%,48050,Lab,31924,66.44%,0.000293296,1.060096826,0.000621844
2017,E14000795,"Liverpool, Wavertree",62411,North West,Lab,Labour,34717,79.55%,43640,Lab,29466,67.52%,0.000259837,1.154299723,0.000599859
2017,E14000615,Camberwell and Peckham,85613,London,Lab,Labour,44665,77.80%,57412,Lab,37316,65.00%,0.000344714,0.841472674,0.000580134
2017,E14000563,"Birmingham, Hodge Hill",75698,West Midlands,Lab,Labour,37606,81.06%,46394,Lab,31026,66.88%,0.000279321,0.951689609,0.000531653
2017,E14000564,"Birmingham, Ladywood",70023,West Midlands,Lab,Labour,34166,82.71%,41307,Lab,28714,69.51%,0.000207854,1.028819102,0.000427688
2017,E14000808,"Manchester, Gorton",75362,North West,Lab,Labour,35085,76.35%,45953,Lab,31730,69.05%,0.000218962,0.955932698,0.000418625
2017,E14000721,Hackney South and Shoreditch,83099,London,Lab,Labour,43974,79.44%,55354,Lab,37931,68.52%,0.000232207,0.866929807,0.000402615
2017,E14001002,Tottenham,72884,London,Lab,Labour,40249,81.58%,49339,Lab,34584,70.09%,0.000194759,0.988433675,0.000385013
2017,E14000679,East Ham,83928,London,Lab,Labour,47124,83.21%,56633,Lab,39883,70.42%,0.000187714,0.858366695,0.000322255
2017,E14000581,Bootle,72872,North West,Lab,Labour,42259,84.03%,50288,Lab,36200,71.99%,0.000157591,0.988596443,0.000311588
2017,E14000796,"Liverpool, West Derby",65164,North West,Lab,Labour,37371,83.31%,44858,Lab,32908,73.36%,0.000135098,1.10553373,0.000298711
2017,E14000793,"Liverpool, Riverside",76332,North West,Lab,Labour,40599,84.55%,48020,Lab,35947,74.86%,0.000114231,0.943785044,0.000215619
2017,E14000794,"Liverpool, Walton",62738,North West,Lab,Labour,36175,85.73%,42197,Lab,32551,77.14%,8.84663E-05,1.148283337,0.000203169
2017,E14000775,Knowsley,81760,North West,Lab,Labour,47351,85.34%,55483,Lab,42214,76.08%,9.95731E-05,0.881127691,0.000175473
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
